accuracy,performanceScore,totalTime,averageReactionTime,incorrectAnswers,currentDifficulty,recentAvgAccuracy,recentAvgPerformance,trendScore,gamesOnCurrentLevel,recommendation
0.818,92.7,70.3,1.88,2,3,0.923,75.3,-0.04,8,upgrade
0.897,93.8,56.8,1.96,3,2,0.833,91.3,0.029,7,upgrade
0.795,63.9,88.4,2.46,6,1,0.611,61.6,-0.284,3,maintain
0.896,60.8,76.1,2.73,3,6,0.802,53.3,0.24,6,maintain
0.888,94.9,41.1,1.73,0,7,0.93,86.2,0.123,4,upgrade
0.725,80.3,74.9,1.74,2,4,0.924,85.9,-0.434,8,maintain
0.869,97.5,68.1,1.67,5,3,0.97,88.0,0.174,3,upgrade
0.185,60.7,140.1,2.77,11,6,0.202,78,-0.049,4,downgrade
0.919,83.3,66.8,2.4,0,6,0.936,71.7,0.226,4,upgrade
0.653,69.0,99.1,2.42,7,6,0.804,56.1,-0.407,8,maintain
0.839,67.3,97.0,2.91,3,8,0.62,62.0,0.097,2,maintain
0.902,88.9,61.6,1.85,2,7,0.962,85.1,0.128,5,upgrade
1.0,89.3,50.0,1.64,1,2,0.909,90.6,-0.006,6,upgrade
0.973,76.1,83.5,2.26,0,7,0.926,94.2,0.048,7,upgrade
0.761,73.5,55.3,2.22,2,3,0.47,73.4,0.021,7,maintain
0.943,87.8,71.2,1.87,0,5,0.912,91.6,0.261,7,upgrade
0.309,19.4,180,4.02,13,7,0.273,38.7,-0.145,2,downgrade
0.237,57.5,129.0,2.64,14,4,0.355,78,-0.094,8,downgrade
0.919,84.6,61.1,1.82,0,1,0.891,84.2,-0.028,6,upgrade
0.929,76.8,86.6,2.35,5,5,0.909,77.3,0.16,5,upgrade
0.766,70.0,107.6,2.58,4,8,0.59,49.7,-0.064,4,maintain
0.649,80.0,83.3,2.28,8,3,0.76,79.1,-0.051,1,maintain
0.722,69.5,93.0,2.25,5,1,0.878,92.8,-0.04,2,maintain
0.823,98.2,89.4,1.8,3,7,0.955,94.0,0.217,8,upgrade
0.487,10.6,126.3,3.99,12,7,0.607,21.8,0.249,7,downgrade
0.894,66.8,60.0,2.45,0,5,0.681,74.4,0.024,8,maintain
0.66,77.8,77.4,2.6,2,5,0.565,63.1,-0.055,8,maintain
0.236,6.0,124.4,3.8,14,4,0.252,5,-0.213,2,downgrade
0.824,84.7,73.2,1.96,6,4,0.811,87.6,0.133,10,upgrade
0.228,37.5,92.5,3.31,13,4,0.22,65.0,-0.194,1,downgrade
0.808,71.4,101.7,2.68,4,6,0.726,63.7,-0.126,4,maintain
0.858,61.5,93.4,2.31,2,5,0.595,51.3,-0.017,1,maintain
0.635,63.6,92.5,2.36,5,3,0.718,67.6,-0.234,6,maintain
0.84,78.5,63.3,2.19,2,6,0.906,91.4,0.184,4,upgrade
0.822,82.4,51.7,1.83,3,1,1.0,90.6,0.145,10,upgrade
0.916,80.1,72.5,2.12,4,4,0.931,96.2,0.172,9,upgrade
0.303,33.9,180,3.64,17,7,0.202,30.9,-0.003,7,downgrade
0.832,67.8,80.3,2.87,5,7,0.936,79.5,0.013,4,upgrade
0.78,73.1,67.0,2.34,0,7,0.963,92.5,0.003,2,maintain
0.859,79.0,68.9,2.01,3,6,0.915,87.6,0.267,4,upgrade
0.685,65.9,94.7,2.97,4,8,0.814,73.5,0.04,5,maintain
0.544,25.7,123.8,3.75,10,3,0.428,25.4,0.057,7,downgrade
0.293,47.0,144.4,3.41,17,7,0.177,74.9,-0.004,8,downgrade
0.964,100,63.0,1.68,1,7,0.919,88.2,0.084,4,upgrade
0.925,69.1,44.3,1.91,1,4,0.927,79.4,-0.13,9,maintain
0.316,20.5,170.5,4.02,13,6,0.405,27.7,0.009,3,downgrade
0.657,80.1,80.5,2.12,4,6,0.685,48.0,0.154,1,maintain
0.911,45,122.5,3.07,4,6,0.84,73.9,-0.075,3,maintain
0.34,10.5,141.3,3.9,6,6,0.416,9.7,-0.041,2,downgrade
0.795,77.4,81.1,2.08,4,3,0.851,81.9,-0.137,5,maintain
0.871,91.9,41.6,1.7,2,2,0.889,89.5,0.028,9,upgrade
0.974,85.7,41.9,1.58,1,2,0.919,76.1,0.183,4,upgrade
0.83,92.4,55.7,1.48,0,5,0.922,79.0,-0.053,7,upgrade
0.915,71.3,85.3,2.67,0,2,0.842,94.2,0.114,6,upgrade
0.957,88.4,88.2,2.25,2,7,0.837,93.3,0.06,10,upgrade
0.18,37.6,118.1,3.42,10,8,0.237,52.7,-0.405,8,downgrade
0.839,70.3,98.3,2.63,3,3,0.862,95.5,0.204,10,upgrade
0.734,67.4,75.8,2.37,4,3,0.709,57.1,-0.202,9,maintain
0.291,58.7,150.6,3.3,10,8,0.399,59.5,-0.232,6,downgrade
0.213,46.4,141.3,3.34,12,2,0.264,51.5,-0.08,2,downgrade
0.237,33.1,163.0,3.3,14,6,0.417,65.1,-0.109,8,downgrade
0.636,71.3,61.1,2.37,1,2,0.823,69.5,0.12,5,maintain
0.922,88.9,56.8,2.03,0,4,0.867,91.1,0.265,5,upgrade
0.588,30.0,97.6,3.51,6,3,0.612,41.7,-0.155,6,downgrade
0.704,64.8,105.2,2.38,7,5,0.755,79.9,0.087,6,maintain
0.32,26.4,161.0,3.44,16,3,0.166,50.5,-0.213,4,downgrade
0.842,81.5,68.7,2.12,4,3,0.894,88.9,0.313,5,upgrade
0.696,45.5,117.7,3.0,6,3,0.746,79.9,0.037,9,maintain
0.794,71.3,44.6,1.96,2,1,0.899,85.4,-0.242,6,maintain
0.372,34.7,108.7,2.68,13,3,0.366,31.1,-0.073,8,downgrade
0.712,65.2,84.1,2.38,4,1,0.611,45,-0.274,9,maintain
0.156,53.4,101.7,2.87,10,3,0.141,44.6,-0.055,7,downgrade
0.512,35.5,156.9,3.02,15,2,0.587,52.6,-0.201,2,downgrade
0.924,72.7,66.4,2.16,0,7,0.98,92.8,0.105,4,upgrade
0.568,64.4,94.7,2.85,4,7,0.677,70.6,0.104,6,maintain
0.814,81.4,96.8,2.44,3,5,0.871,87.7,0.04,6,upgrade
0.34,13.2,150.7,3.83,10,4,0.405,29.1,-0.099,4,downgrade
0.638,67.3,94.9,2.5,6,1,0.687,73.8,-0.17,5,maintain
0.941,87.0,73.8,1.95,0,8,0.866,92.7,0.075,1,maintain
0.925,95.2,68.4,1.74,0,4,0.935,94.7,0.136,9,upgrade
0.911,86.5,81.1,2.27,4,7,0.888,89.1,0.208,7,upgrade
0.16,53.4,104.0,2.99,11,8,0.174,57.2,-0.39,8,downgrade
0.891,88.4,90.2,2.3,0,7,0.877,88.1,-0.032,7,upgrade
0.889,68.3,114.0,2.84,0,8,0.921,90.6,0.045,1,maintain
0.938,81.9,31.1,1.51,1,1,0.932,91.0,0.161,4,upgrade
0.276,40.5,140.2,2.74,16,2,0.275,45.9,-0.469,4,downgrade
0.893,75.4,70.6,2.06,5,4,0.929,92.0,-0.008,1,maintain
0.787,52.4,98.9,2.58,6,1,0.84,49.1,0.139,6,maintain
0.918,85.5,62.8,2.27,0,1,0.911,86.1,0.243,5,upgrade
0.967,88.7,54.3,2.29,2,5,0.877,85.9,0.269,9,upgrade
0.565,14.5,118.0,4.15,7,5,0.616,26.5,-0.111,7,downgrade
0.233,30.1,166.3,3.81,10,6,0.456,38.4,-0.283,8,downgrade
0.863,87.7,43.4,1.68,0,3,0.943,79.4,-0.09,4,upgrade
0.622,72.9,101.1,2.18,9,6,0.686,72.3,0.097,7,maintain
0.93,94.0,88.8,2.11,4,8,0.994,89.1,0.332,5,maintain
0.401,32.0,140.7,3.37,11,5,0.557,36.7,-0.036,3,downgrade
0.529,66.5,136.3,2.58,9,6,0.791,79.9,0.138,2,maintain
0.874,78.6,73.9,2.2,5,7,0.887,80.2,0.09,10,upgrade
0.273,51.5,120.6,3.33,7,8,0.154,68.1,-0.255,7,downgrade
0.351,39.4,128.7,3.03,10,3,0.262,38.4,-0.22,3,downgrade
0.819,70.3,39.3,1.56,0,1,0.622,53.0,-0.09,7,maintain
0.216,35.2,178.7,3.77,19,8,0.322,27.2,-0.228,4,downgrade
0.606,45,97.1,3.45,7,8,0.81,53.0,0.182,2,maintain
0.29,28.5,139.4,2.99,15,5,0.324,35.9,-0.108,3,downgrade
0.298,40.2,114.1,3.09,15,5,0.387,37.3,-0.031,5,downgrade
0.897,99.0,81.9,1.49,6,3,0.917,75.8,0.014,8,upgrade
0.936,75.0,70.9,1.75,2,3,0.964,86.7,0.117,1,maintain
0.5,82.6,114.3,2.33,6,6,0.634,79.9,-0.132,9,maintain
0.559,20.6,148.1,3.57,5,5,0.476,16.8,-0.188,3,downgrade
0.412,37.8,121.8,3.22,11,6,0.347,36.2,-0.321,3,downgrade
0.263,28.4,141.0,3.72,14,7,0.39,14.7,-0.024,1,downgrade
0.878,83.5,75.4,2.22,2,6,0.879,93.1,0.272,8,upgrade
0.594,50.5,112.7,3.37,5,8,0.77,64.4,0.092,3,maintain
0.895,82.1,39.9,1.88,1,1,0.968,81.7,0.113,8,upgrade
0.233,52.8,122.3,3.1,15,7,0.17,47.5,-0.14,4,downgrade
0.244,47.5,130.8,2.92,13,6,0.23,49.2,0.016,5,downgrade
0.859,93.8,86.7,1.74,3,6,0.872,94.8,0.002,7,upgrade
0.69,45,104.9,3.01,5,2,0.689,74.4,-0.027,6,maintain
0.831,90.8,60.9,1.58,4,3,0.817,91.7,0.179,8,upgrade
0.92,56.2,100.8,3.43,3,7,0.784,62.3,0.111,6,maintain
0.555,26.0,165.6,3.76,7,6,0.661,16.8,-0.286,4,downgrade
0.743,70.7,88.8,1.82,6,2,0.64,47.8,0.143,6,maintain
0.836,82.3,63.6,1.79,2,2,0.879,82.9,0.297,2,maintain
0.789,87.9,58.2,1.83,2,4,0.923,88.3,0.058,1,maintain
0.994,80.5,49.6,1.73,0,1,0.883,96.0,0.124,7,upgrade
0.858,91.6,54.4,1.89,1,2,0.872,94.1,0.075,3,upgrade
0.429,62.6,98.7,2.44,10,4,0.32,62.3,0.173,8,downgrade
0.953,77.8,77.4,2.52,0,6,0.901,81.1,0.004,7,upgrade
0.673,72.8,112.7,2.31,11,6,0.803,77.2,0.252,5,maintain
0.906,100,59.7,1.45,1,5,0.856,91.1,0.239,10,upgrade
0.237,48.3,167.4,3.14,16,8,0.29,41.2,0.218,4,downgrade
0.261,33.7,128.9,2.99,15,4,0.314,50.0,-0.083,5,downgrade
0.345,5,133.9,4.09,8,6,0.441,5,-0.293,1,downgrade
0.206,11.2,180,4.54,18,7,0.15,5,-0.02,6,downgrade
0.888,66.9,127.6,3.02,1,8,0.558,56.3,-0.158,9,maintain
0.911,76.3,76.1,2.4,2,1,0.885,78.0,0.249,2,maintain
0.748,64.0,120.4,2.89,3,8,0.957,78.9,-0.387,7,maintain
0.5,64.5,77.2,2.36,9,5,0.803,78.3,0.189,5,maintain
0.577,36.5,129.2,3.68,7,7,0.746,35.3,-0.186,4,downgrade
0.565,65.2,126.6,2.73,8,8,0.647,45,-0.31,7,maintain
0.762,84.4,86.4,2.41,2,5,0.969,88.3,0.292,2,maintain
0.878,93.7,25.5,1.26,0,1,0.915,90.0,0.214,5,upgrade
0.193,46.4,90.6,2.51,12,4,0.141,41.3,-0.037,8,downgrade
0.883,96.9,58.3,1.53,2,2,0.808,90.6,0.095,8,upgrade
0.529,88,69.2,1.96,7,7,0.644,59.7,-0.137,8,maintain
0.885,89.7,75.5,2.05,7,3,0.931,76.2,0.161,5,upgrade
0.233,47.4,96.1,3.01,13,2,0.363,41.6,-0.166,5,downgrade
0.834,85.1,79.8,1.78,5,3,0.919,81.7,0.174,7,upgrade
0.187,28.6,133.1,3.65,11,3,0.256,49.0,0.015,4,downgrade
0.938,76.1,40.8,1.82,2,3,0.897,87.8,0.036,9,upgrade
0.997,79.4,64.1,2.19,0,4,0.982,82.7,0.154,4,upgrade
0.306,16.5,114.6,3.83,17,4,0.31,25.5,-0.026,6,downgrade
0.759,78.6,49.4,1.72,5,1,0.549,79.7,0.144,9,maintain
0.761,91.8,67.8,1.93,6,5,0.937,85.0,-0.002,8,upgrade
0.655,72.3,95.7,2.41,6,4,0.57,53.2,0.051,10,maintain
0.757,79.7,69.3,1.89,3,4,0.963,86.9,0.149,1,maintain
0.499,29.8,131.7,3.32,7,5,0.588,39.4,-0.014,2,downgrade
0.997,96.6,72.5,1.77,3,4,0.968,83.5,0.128,7,upgrade
0.41,31.0,123.4,2.95,9,6,0.414,36.2,-0.174,4,downgrade
0.746,67.9,64.6,2.15,5,2,0.558,77.5,0.038,9,maintain
0.359,30.0,135.5,3.5,9,8,0.409,39.8,-0.234,5,downgrade
0.889,72.8,115.8,2.81,3,5,0.87,82.3,0.154,5,upgrade
0.86,88.8,56.1,1.49,2,5,0.926,95.6,0.068,3,upgrade
0.634,70.7,64.9,2.15,8,2,0.518,52.0,0.207,6,maintain
0.332,16.2,112.9,3.39,10,7,0.181,24.7,-0.02,2,downgrade
0.841,69.0,69.2,2.52,4,2,0.945,89.6,0.193,2,maintain
0.581,58.5,133.0,3.19,5,6,0.499,68.3,-0.146,3,maintain
0.26,46.3,119.9,3.6,13,8,0.077,50.8,-0.001,6,downgrade
0.812,58.3,89.4,2.49,5,3,0.794,68.0,-0.254,6,maintain
0.397,31.5,124.0,3.83,12,3,0.451,55.6,-0.255,4,downgrade
0.893,71.1,121.7,2.91,4,7,0.901,77.0,0.055,5,upgrade
0.744,52.4,78.8,2.62,7,3,0.615,68.3,0.122,7,maintain
0.774,59.7,68.9,2.79,3,4,0.711,69.4,0.044,6,maintain
0.5,68.9,66.0,1.78,9,4,0.65,79.9,-0.029,4,maintain
0.998,86.9,55.2,1.71,5,1,0.863,93.9,0.005,7,upgrade
0.91,83.6,56.5,2.03,0,6,0.848,93.5,0.207,5,upgrade
0.835,70.9,76.7,2.04,3,3,0.936,85.8,0.138,4,upgrade
0.467,38.1,142.2,3.42,12,8,0.475,32.4,-0.23,7,downgrade
0.28,44.7,159.8,3.31,14,8,0.473,29.1,-0.08,6,downgrade
0.926,91.2,79.8,2.08,0,8,0.868,99.3,0.143,5,maintain
0.784,81.0,86.5,2.19,5,4,0.647,63.2,-0.134,2,maintain
0.925,92.3,59.8,1.7,2,7,0.905,90.3,-0.013,5,upgrade
0.377,15.5,139.1,3.73,16,3,0.41,8.9,0.013,5,downgrade
0.751,76.8,48.1,1.64,6,1,0.859,90.7,-0.012,1,maintain
0.809,78.4,65.9,1.86,5,1,0.581,71.7,-0.002,3,maintain
0.909,63.1,64.7,2.53,0,6,0.946,79.0,-0.09,10,upgrade
0.921,87.3,80.0,2.09,3,1,0.848,96.0,0.095,7,upgrade
0.89,80.2,76.8,2.2,1,4,0.9,77.3,0.133,8,upgrade
1.0,80.9,49.7,1.76,0,3,0.891,92.5,0.092,3,upgrade
0.446,12.4,177.0,4.22,11,7,0.424,32.9,-0.063,7,downgrade
0.245,19.4,116.0,3.79,16,5,0.356,7.6,-0.004,7,downgrade
0.179,49.2,103.6,3.19,8,8,0.153,52.1,-0.152,8,downgrade
0.655,71.5,101.5,2.34,7,5,0.576,61.6,0.008,1,maintain
0.883,67.2,62.5,2.26,2,2,0.84,61.0,-0.262,10,maintain
0.77,45.2,70.9,2.67,4,1,0.744,77.0,-0.062,4,maintain
0.844,83.6,78.6,2.02,4,5,0.954,76.8,-0.017,5,upgrade
0.5,62.0,87.3,2.69,4,7,0.692,54.9,-0.084,2,maintain
0.795,85.3,74.0,2.29,4,6,0.962,81.9,-0.274,8,maintain
0.761,95.4,68.6,1.66,3,3,0.897,86.6,0.006,5,upgrade
0.17,34.5,140.5,3.03,20,8,0.24,63.9,-0.193,6,downgrade
0.967,83.2,87.2,2.35,1,7,0.863,87.2,0.202,3,upgrade
0.972,90.7,53.2,1.63,0,3,0.895,88.5,-0.04,5,upgrade
0.795,91.0,72.2,1.77,3,5,0.869,92.1,0.065,4,upgrade
0.486,31.7,131.4,3.38,11,4,0.385,38.7,-0.054,2,downgrade
0.877,69.8,70.9,2.3,1,3,0.97,84.6,0.039,4,upgrade
0.937,85.6,46.4,1.34,2,1,0.914,84.5,0.13,8,upgrade
0.345,12.5,143.5,4.13,9,4,0.562,21.7,-0.042,3,downgrade
0.578,62.7,112.9,2.99,7,8,0.674,45,0.227,4,maintain
0.513,60.5,117.3,2.93,6,8,0.45,75.3,-0.185,9,maintain
0.937,100,44.0,2.02,0,5,0.939,96.3,0.149,10,upgrade
0.789,90.7,100.3,2.23,3,7,0.967,93.6,0.168,5,upgrade
0.579,55.1,118.8,3.21,10,7,0.596,56.7,0.191,7,maintain
0.963,91.6,79.2,2.55,0,8,0.986,86.0,0.342,4,maintain
0.444,12.6,175.1,3.88,9,7,0.286,28.8,-0.051,1,downgrade
0.385,43.5,128.6,3.52,13,8,0.511,41.2,-0.092,8,downgrade
0.849,91.0,71.9,2.36,3,5,0.907,80.8,0.018,3,upgrade
0.302,23.9,119.3,3.61,5,7,0.205,46.2,-0.153,1,downgrade
0.402,16.0,146.2,4.67,6,4,0.409,5,-0.178,3,downgrade
0.837,79.6,71.4,2.16,5,2,0.96,83.0,0.082,3,upgrade
0.888,70.6,82.5,2.36,3,7,0.869,81.9,0.232,1,maintain
0.266,29.0,132.8,3.51,7,2,0.229,30.1,-0.119,2,downgrade
0.832,81.2,54.0,2.15,3,1,0.898,89.6,-0.09,5,upgrade
0.969,89.1,56.7,2.38,0,7,0.887,85.9,0.058,5,upgrade
0.84,68.4,98.4,2.37,4,3,0.821,79.9,-0.034,9,maintain
0.661,58.8,99.6,3.06,7,3,0.656,48.6,0.264,10,maintain
0.773,62.6,78.3,2.41,4,3,0.798,57.1,-0.012,2,maintain
0.955,62.4,68.9,2.68,0,6,0.869,94.6,0.351,6,upgrade
0.906,83.8,58.0,1.74,2,1,0.943,65,0.058,6,upgrade
0.748,55.1,83.9,2.63,3,7,0.632,64.7,0.178,4,maintain
0.317,42.4,149.7,3.75,12,8,0.168,49.0,-0.221,6,downgrade
0.17,29.1,157.5,3.17,11,4,0.316,38.1,-0.026,2,downgrade
0.193,43.2,163.2,2.92,16,2,0.319,71.3,-0.15,1,downgrade
0.908,80.6,69.6,2.23,3,1,0.958,84.0,0.188,9,upgrade
0.654,62.4,111.9,3.14,9,6,0.84,72.0,0.036,8,maintain
0.401,17.1,178.3,3.73,12,8,0.471,14.0,0.139,5,downgrade
0.937,75.8,85.1,2.06,0,6,0.953,81.0,0.166,8,upgrade
0.853,63.9,93.0,2.55,6,6,0.909,91.9,-0.379,3,maintain
0.728,70.7,100.1,2.33,6,8,0.719,60.5,-0.164,7,maintain
0.913,100,62.8,1.86,0,6,0.826,88.3,0.185,6,upgrade
0.815,87.5,97.0,1.93,5,7,0.914,85.1,0.415,8,upgrade
0.941,88.3,63.0,1.87,0,3,0.858,84.0,0.132,4,upgrade
0.921,74.0,94.7,2.66,3,3,0.891,88.4,0.063,6,upgrade
0.713,51.8,105.3,2.64,5,1,0.658,64.9,0.017,4,maintain
0.313,31.4,112.1,3.65,9,5,0.342,34.6,0.1,7,downgrade
0.871,87.0,58.2,1.56,4,2,0.866,83.3,0.259,6,upgrade
0.636,45,92.3,2.72,8,3,0.84,53.7,0.025,6,maintain
0.326,52.0,103.7,3.38,10,7,0.219,54.6,0.037,6,downgrade
0.523,61.4,69.7,2.24,6,4,0.767,63.1,-0.001,9,maintain
0.6,58.2,116.7,2.69,7,6,0.714,66.0,0.088,3,maintain
0.867,82.9,74.0,2.23,1,7,0.967,79.7,0.036,1,maintain
0.817,83.8,79.5,1.91,5,1,0.863,87.9,-0.041,7,upgrade
0.557,59.4,111.0,2.43,10,4,0.71,74.3,-0.173,4,maintain
0.726,46.4,92.4,3.18,6,3,0.84,72.1,-0.048,3,maintain
0.187,41.7,112.4,3.73,8,6,0.153,67.5,0.08,4,downgrade
0.5,60.3,111.0,2.93,3,5,0.737,64.2,0.163,6,maintain
0.805,65.1,121.8,2.72,6,5,0.857,88.9,0.233,2,maintain
0.811,62.1,107.6,3.03,5,8,0.522,58.1,-0.057,2,maintain
0.676,83.5,79.7,2.19,6,2,0.742,65.9,-0.006,3,maintain
0.645,45,107.9,2.56,9,4,0.666,68.1,0.145,8,maintain
0.731,85.5,76.4,2.14,4,8,0.966,88.4,0.193,1,maintain
0.809,88.1,51.8,1.63,1,4,0.897,88.4,0.142,3,upgrade
0.534,68.1,78.9,2.63,7,7,0.84,51.7,-0.07,1,maintain
0.747,52.2,122.1,2.8,4,4,0.724,73.0,0.013,6,maintain
0.345,60.0,135.9,2.61,12,5,0.244,49.9,-0.154,6,downgrade
0.871,81.7,45.1,1.91,0,3,0.859,92.3,0.217,5,upgrade
0.802,85.2,62.3,2.04,2,5,0.865,92.9,-0.011,4,upgrade
0.954,76.0,80.4,2.23,0,5,0.869,96.1,-0.041,6,upgrade
0.941,67.3,72.5,2.5,5,4,0.851,84.4,-0.03,2,maintain
0.67,69.0,99.5,2.99,6,8,0.587,54.4,-0.0,7,maintain
0.181,45.6,149.3,2.85,15,5,0.188,44.3,-0.352,5,downgrade
0.314,45.5,82.6,3.05,10,2,0.068,52.7,-0.395,8,downgrade
0.939,90.2,53.8,2.19,1,6,0.886,88.2,0.214,4,upgrade
0.308,54.1,130.3,2.67,15,5,0.251,67.3,-0.004,8,downgrade
0.373,19.4,138.8,3.23,11,1,0.79,79.5,-0.034,5,maintain
0.89,99.0,67.5,1.72,2,5,0.911,79.1,0.26,4,upgrade
0.715,58.6,123.5,2.84,4,8,0.634,79.9,-0.017,5,maintain
0.937,86.4,43.4,1.58,0,2,0.893,85.9,0.241,9,upgrade
0.977,83.2,67.8,2.04,2,7,0.9,95.2,0.046,10,upgrade
0.818,83.0,78.8,2.33,5,2,0.954,78.5,0.129,2,maintain
0.907,88.1,52.9,1.61,1,2,0.857,88.1,0.119,8,upgrade
0.928,84.7,63.4,1.5,2,6,0.86,85.4,0.062,10,upgrade
0.901,89.1,85.2,2.03,3,5,0.88,95.3,0.283,8,upgrade
0.558,69.8,75.3,2.75,2,6,0.505,62.1,0.065,9,maintain
0.195,31.6,135.0,3.78,12,7,0.228,33.6,-0.211,1,downgrade
0.874,88.0,55.6,1.79,0,5,0.908,90.6,0.028,7,upgrade
0.798,71.9,79.7,2.01,4,2,0.946,91.3,-0.003,10,upgrade
0.52,71.2,84.9,2.02,7,4,0.84,73.1,-0.064,9,maintain
0.5,68.4,106.6,2.66,10,8,0.743,75.8,0.152,6,maintain
0.818,91.4,79.7,2.0,3,6,0.874,95.1,-0.02,8,upgrade
0.268,35.1,99.7,3.31,8,3,0.286,36.6,-0.196,6,downgrade
0.886,76.1,71.6,2.11,3,1,0.844,88.6,0.24,9,upgrade
0.917,83.0,57.0,1.84,4,2,0.974,89.8,0.276,7,upgrade
0.807,52.5,134.0,3.15,8,7,0.593,53.7,-0.137,7,maintain
0.868,78.4,62.9,2.14,5,3,0.884,81.2,0.103,4,upgrade
0.584,27.0,170.1,4.06,9,7,0.454,42.5,-0.22,3,downgrade
0.923,88.7,61.5,1.42,7,2,0.874,81.3,0.225,10,upgrade
0.32,31.7,104.0,3.88,7,6,0.309,33.6,0.017,4,downgrade
0.904,98.3,50.2,1.54,1,2,0.862,85.0,0.169,4,upgrade
0.92,60.4,43.8,2.33,0,1,0.743,69.3,-0.004,5,maintain
0.253,14.7,149.4,4.29,19,8,0.348,29.4,-0.034,1,downgrade
0.69,88,102.5,2.07,3,8,0.734,61.8,0.023,2,maintain
0.844,79.1,119.0,2.61,2,7,0.893,81.7,0.072,2,maintain
0.855,85.2,91.0,1.91,6,2,0.843,91.0,0.083,10,upgrade
0.152,65.3,144.8,2.73,14,8,0.05,63.5,-0.004,7,downgrade
0.853,83.1,69.4,1.62,3,7,0.806,91.9,0.018,5,upgrade
0.953,83.7,44.3,1.71,1,1,0.857,94.1,0.168,8,upgrade
0.57,45,72.8,2.8,3,3,0.84,45,0.061,2,maintain
1.0,83.7,78.2,2.14,0,4,0.941,69.7,0.145,4,upgrade
0.889,95.6,62.2,2.0,0,7,0.874,91.5,-0.088,10,upgrade
0.845,80.0,40.4,1.97,0,2,0.891,93.2,-0.09,6,upgrade
0.583,64.6,87.4,2.32,4,6,0.661,67.8,0.065,8,maintain
0.767,50.2,121.4,3.31,5,5,0.748,45,0.006,8,maintain
0.316,22.7,96.4,3.3,4,4,0.338,13.0,0.02,6,downgrade
0.787,72.1,83.1,2.21,5,5,0.941,80.5,-0.31,7,maintain
0.221,49.4,110.7,2.77,15,3,0.293,71.4,0.096,2,downgrade
0.5,54.2,93.3,2.67,9,1,0.538,79.9,0.051,4,maintain
0.164,18.9,124.2,3.91,10,8,0.315,44.6,-0.204,5,downgrade
0.92,88,65.5,2.13,1,4,0.785,56.6,-0.183,3,maintain
0.55,9.2,170.5,4.36,7,7,0.617,9.2,0.093,5,downgrade
0.947,70.1,93.5,2.72,0,3,0.893,78.2,0.006,8,upgrade
0.901,99.1,41.9,1.48,0,1,0.905,87.8,0.233,7,upgrade
0.843,92.7,75.5,2.2,8,3,0.952,91.1,0.119,8,upgrade
0.802,78.8,86.7,2.12,5,2,0.869,87.2,0.02,1,maintain
0.989,96.3,46.9,1.69,2,1,0.919,77.1,0.041,7,upgrade
0.405,32.1,120.1,3.83,7,7,0.336,23.1,-0.028,7,downgrade
0.76,64.0,67.7,2.26,1,1,0.808,66.7,-0.11,7,maintain
0.238,60.0,123.4,2.3,11,2,0.237,73.4,-0.196,4,downgrade
0.329,42.9,179.5,2.92,19,3,0.355,39.6,-0.254,2,downgrade
0.245,17.8,152.4,3.91,12,4,0.404,28.0,-0.5,5,downgrade
0.915,75.6,69.5,1.94,2,4,0.946,87.1,0.223,3,upgrade
0.882,99.5,68.7,2.19,1,8,0.904,98.0,0.154,7,maintain
0.424,12.7,135.7,4.26,12,5,0.508,9.4,0.007,4,downgrade
0.87,88.6,64.4,2.12,2,6,0.896,88.3,-0.02,4,upgrade
0.335,33.6,137.0,3.63,10,6,0.369,54.1,-0.26,6,downgrade
0.853,82.8,57.3,1.95,1,4,0.864,83.7,0.064,1,maintain
0.964,91.2,43.2,1.47,0,5,0.932,93.3,0.257,5,upgrade
0.757,94.4,59.8,0.91,7,2,0.987,76.6,0.249,5,upgrade
0.245,24.3,180,3.87,15,7,0.202,43.3,-0.249,8,downgrade
0.415,22.7,131.8,4.12,10,7,0.294,17.2,-0.245,7,downgrade
0.927,84.4,83.8,2.47,0,7,0.921,83.7,0.194,8,upgrade
0.293,26.4,152.9,3.52,16,8,0.408,45.6,-0.112,3,downgrade
0.352,47.5,131.3,3.43,9,3,0.229,58.5,-0.181,6,downgrade
0.905,84.8,82.2,2.35,0,7,0.9,83.7,0.002,5,upgrade
0.5,55.8,113.9,2.88,9,4,0.721,67.3,-0.141,2,maintain
0.523,25.4,129.2,4.04,11,8,0.527,21.9,-0.144,2,downgrade
0.779,70.8,89.6,2.36,3,4,0.903,78.3,0.205,1,maintain
0.166,63.6,90.9,3.16,9,5,0.207,66.0,-0.036,3,downgrade
0.977,99.6,62.9,1.68,2,6,0.912,83.6,-0.001,10,upgrade
0.642,68.9,115.8,2.83,11,7,0.613,60.4,0.027,6,maintain
0.484,34.9,153.3,3.36,7,5,0.61,13.3,-0.145,8,downgrade
0.92,63.6,110.0,2.41,4,7,0.84,52.3,0.028,10,maintain
1.0,89.6,62.6,1.68,0,2,0.987,94.2,0.022,9,upgrade
0.341,30.3,176.6,3.39,12,7,0.289,34.4,-0.162,5,downgrade
0.898,75.4,79.4,2.06,2,4,0.872,86.8,0.188,6,upgrade
0.454,45.4,103.8,2.89,11,2,0.635,34.9,-0.084,8,downgrade
0.819,84.8,49.6,1.77,1,1,0.995,94.0,0.088,6,upgrade
0.803,84.7,85.9,2.24,0,4,0.942,85.6,0.057,1,maintain
